horizon,target,fold,model,n_test,rmse,mae,r2_oos,dir_acc,dm_t_vs_rw,dm_p_vs_rw
7,ret,3,RandomWalk,5977,0.023409003235594975,0.01679215280193144,0.0,0.00033461602810774636,,
7,ret,3,Naive,5977,,,,0.47799899615191566,-17.61060790595003,0.0
7,ret,3,MovingAvg,5977,0.02361374012312048,0.01701458331280454,-0.01756864292742888,0.3555295298644805,-15.019419272925164,0.0
7,ret,3,Ridge,5977,0.026281902982869983,0.01964094459784408,-0.2605142865329424,0.5240087000167308,-11.319513994307812,0.0
7,ret,3,ElasticNet,5977,0.023729622012621625,0.017480311214089453,-0.02758036583336132,0.5695164798393844,-1.6437287818026196,0.10023223797830427
7,ret,3,RandomForest,5977,0.021542260200326478,0.015423653622577617,0.15313011166297352,0.659695499414422,8.721356220114746,0.0
7,ret,3,XGBoost,5977,0.021590884266917413,0.015575448900617569,0.14930277598237518,0.6347666053203949,8.366246109118666,0.0
7,ret,3,LightGBM,5977,0.021546636110720087,0.015600392383887966,0.15278602491470195,0.6307512129831019,8.894708169977235,0.0
7,ret,4,RandomWalk,7125,0.02358784087329926,0.01676344689306244,0.0,0.0004210526315789474,,
7,ret,4,Naive,7125,0.09505921495154493,0.06025526419773826,-15.240973886928092,0.46849122807017546,-23.035165407771515,0.0
7,ret,4,MovingAvg,7125,0.024102335144457372,0.017209300231072384,-0.04409944156981638,0.4272280701754386,-13.174364613431322,0.0
7,ret,4,Ridge,7125,0.024781985968379616,0.017879401763065732,-0.1038138394250463,0.5807719298245614,-5.839962452174804,5.221258758680847e-09
7,ret,4,ElasticNet,7125,0.0240462002384003,0.017161467461000265,-0.03924164076445402,0.591859649122807,-2.6045606345680423,0.009199214205683592
7,ret,4,RandomForest,7125,0.02295658412054748,0.016558932018737992,0.05280770914707267,0.5957894736842105,4.806318257002059,1.5373510577898486e-06
