world,origin,h,actual,model,rw,snaive,is_sa,in80,in90
Vunira,2024-10-28,1m,39101.0,38488.700045708196,38271.5,39102.5,False,True,True
Vunira,2024-10-28,3m,38050.0,38744.07540208114,38271.5,39102.5,False,True,True
Vunira,2024-10-28,6m,35526.0,38910.35889323368,38271.5,39102.5,False,True,True
Vunira,2024-09-18,2w,37821.0,34506.464279840715,34442.5,34032.5,False,False,False
Vunira,2024-09-18,1m,39679.5,34438.9773116481,34442.5,34032.5,False,False,False
Vunira,2024-09-18,3m,39035.5,34083.08327849119,34442.5,34032.5,False,True,True
Vunira,2024-09-18,6m,36507.5,33685.95892869291,34442.5,34032.5,False,True,True
Vunira,2024-08-09,2w,32103.5,30525.198841402133,30616.5,29704.5,False,True,True
Vunira,2024-08-09,1m,33849.5,30282.817589341954,30616.5,29704.5,False,False,False
Vunira,2024-08-09,3m,38279.5,29439.746141869167,30616.5,29704.5,False,False,False
Vunira,2024-08-09,6m,38121.0,28282.430413205948,30616.5,29704.5,False,False,False
Wintera,2026-01-11,2w,38352.0,38409.517023170876,38365.5,38427.5,False,True,True
Wintera,2026-01-11,1m,38033.5,38473.92106517997,38365.5,38427.5,False,True,True
Wintera,2026-01-11,3m,37778.5,38610.99182387891,38365.5,38427.5,False,True,True
Wintera,2026-01-11,6m,37271.5,38857.35273597122,38365.5,38427.5,False,True,True
Wintera,2025-12-02,2w,40015.5,39626.21616362274,39558.5,39693.5,False,True,True
Wintera,2025-12-02,1m,37930.5,39653.91986572167,39558.5,39693.5,False,True,True
Wintera,2025-12-02,3m,37639.5,39791.16186026084,39558.5,39693.5,False,True,True
Wintera,2025-12-02,6m,37297.0,40146.02427842025,39558.5,39693.5,False,True,True
Wintera,2025-10-23,2w,39928.0,40137.16181736737,40096.5,39978.0,False,True,True
Wintera,2025-10-23,1m,40253.5,40208.36032866144,40096.5,39978.0,False,True,True
Wintera,2025-10-23,3m,38055.0,40271.35098896451,40096.5,39978.0,False,True,True
Wintera,2025-10-23,6m,36409.0,40424.367513313366,40096.5,39978.0,False,True,True
Wintera,2025-09-13,2w,37536.5,36606.13171501697,36565.0,36504.5,False,True,True
Wintera,2025-09-13,1m,39503.0,36584.18635450864,36565.0,36504.5,False,False,True
Wintera,2025-09-13,3m,40030.5,36702.83051717028,36565.0,36504.5,False,True,True
Wintera,2025-09-13,6m,37259.5,36822.68402731611,36565.0,36504.5,False,True,True
Wintera,2025-08-04,2w,36099.0,34549.74560560689,34663.5,33473.64705882353,False,True,True
Wintera,2025-08-04,1m,36601.0,34488.00258889928,34663.5,33473.64705882353,False,True,True
Wintera,2025-08-04,3m,40386.0,34210.247785668565,34663.5,33473.64705882353,False,False,False
Wintera,2025-08-04,6m,37880.5,33746.34348932913,34663.5,33473.64705882353,False,True,True
Xyla,2026-01-11,2w,38484.0,37836.13811595955,37673.0,38327.0,False,True,True
Xyla,2026-01-11,1m,38449.0,37862.47123897177,37673.0,38327.0,False,True,True
Xyla,2026-01-11,3m,37335.0,37949.48163095636,37673.0,38327.0,False,True,True
Xyla,2026-01-11,6m,37082.5,38250.90390666688,37673.0,38327.0,False,True,True
Xyla,2025-12-02,2w,39695.0,39882.6659586406,39793.5,40019.5,False,True,True
Xyla,2025-12-02,1m,38930.5,39977.99301086519,39793.5,40019.5,False,True,True
Xyla,2025-12-02,3m,37219.0,40147.451907756345,39793.5,40019.5,False,True,True
Xyla,2025-12-02,6m,36560.0,40328.32766589208,39793.5,40019.5,False,True,True
Xyla,2025-10-23,2w,39751.0,39847.78715216605,39794.5,39227.5,False,True,True
Xyla,2025-10-23,1m,40178.5,39938.16229391763,39794.5,39227.5,False,True,True
Xyla,2025-10-23,3m,38446.0,39946.25419890425,39794.5,39227.5,False,True,True
Xyla,2025-10-23,6m,37161.0,39818.54766484933,39794.5,39227.5,False,True,True
Xyla,2025-09-13,2w,36827.0,36609.21596591458,36549.5,35763.0,False,True,True
Xyla,2025-09-13,1m,39222.0,36608.97279567132,36549.5,35763.0,False,False,True
Xyla,2025-09-13,3m,40005.5,36445.06340892748,36549.5,35763.0,False,True,True
Xyla,2025-09-13,6m,36860.5,36273.557857325795,36549.5,35763.0,False,True,True
Xyla,2025-08-04,2w,35600.5,33785.377521766,33803.5,33354.5,False,False,False
Xyla,2025-08-04,1m,35790.5,33650.623441629774,33803.5,33354.5,False,False,True
Xyla,2025-08-04,3m,40446.0,33217.499098620116,33803.5,33354.5,False,False,False
Xyla,2025-08-04,6m,37494.0,32539.136608788143,33803.5,33354.5,False,True,True
