horizon,decile,cost_basis,n,mean_abs_dev_pct,gross_pct,cost_pct,net_pct,share_profitable,t_naive,t_stat,independent_windows
60,9,small offer,2294,8.280572019789094,1.5196549417911211,4.0,-2.4803450582088793,0.16303400174367916,-43.7547437580876,-5.418614055993615,13
60,9,above the fee cap,2294,8.280572019789094,1.5196549417911211,0.2205678226341351,1.2990871191569862,0.7000871839581517,22.916659853445008,2.703521324370182,13
60,10,small offer,2294,11.005198826181989,3.022708602510999,4.0,-0.977291397489001,0.36399302528334787,-12.732030404307679,-1.0009491401738133,13
60,10,above the fee cap,2294,11.005198826181989,3.022708602510999,0.2205678226341351,2.8021407798768645,0.8156059285091544,36.50594049861593,4.400777535163379,13
91,1,small offer,2139,2.154535995367049,-0.6299702553701692,4.0,-4.629970255370169,0.04067321178120617,-79.59686363568575,-10.556390137288755,7
91,1,above the fee cap,2139,2.154535995367049,-0.6299702553701692,0.2205678226341351,-0.850538078004304,0.35670874240299205,-14.62215946924138,-2.4467648515668756,7
91,2,small offer,2138,2.8239005297030317,-0.4406176382387934,4.0,-4.440617638238794,0.03928905519176801,-76.42573781326962,-9.013743351302063,7
91,2,above the fee cap,2138,2.8239005297030317,-0.4406176382387934,0.2205678226341351,-0.6611854608729285,0.4059869036482694,-11.379405027689291,-1.7248555855067933,7
91,3,small offer,2138,3.4957284022925355,-0.17620025275760065,4.0,-4.1762002527576,0.04911131898971001,-72.31651402959251,-8.423389530486432,7
91,3,above the fee cap,2138,3.4957284022925355,-0.17620025275760065,0.2205678226341351,-0.39676807539173575,0.47661365762394764,-6.870571896454101,-1.1058481199020267,7
91,4,small offer,2138,4.132455585643673,-0.3990706033729906,4.0,-4.399070603372992,0.04911131898971001,-70.86590990244801,-8.713918980857375,7
91,4,above the fee cap,2138,4.132455585643673,-0.3990706033729906,0.2205678226341351,-0.6196384260071256,0.4490177736202058,-9.981935919793306,-1.134633360850846,7
91,5,small offer,2138,4.790711717280713,-0.3626715832324032,4.0,-4.3626715832324034,0.052385406922357346,-71.12212341651437,-9.031055243896672,8
91,5,above the fee cap,2138,4.790711717280713,-0.3626715832324032,0.2205678226341351,-0.5832394058665382,0.4303086997193639,-9.508216287662904,-0.9644037605318837,8
91,6,small offer,2138,5.49564127931055,-0.1798299142153313,4.0,-4.179829914215332,0.05893358278765201,-72.63336351039699,-9.262226366811818,7
91,6,above the fee cap,2138,5.49564127931055,-0.1798299142153313,0.2205678226341351,-0.40039773684946645,0.4167446211412535,-6.957755450866738,-0.5146209487005537,7
91,7,small offer,2138,6.28829950451077,0.26374140112066263,4.0,-3.736258598879337,0.0832553788587465,-65.44716946543711,-6.1792369592298675,8
91,7,above the fee cap,2138,6.28829950451077,0.26374140112066263,0.2205678226341351,0.04317357848652757,0.4831618334892423,0.7562614933785992,0.6029516177620239,8
91,8,small offer,2138,7.182445792215335,0.928030293185254,4.0,-3.071969706814746,0.10664172123479888,-54.195692382475215,-6.24440601880784,8
91,8,above the fee cap,2138,7.182445792215335,0.928030293185254,0.2205678226341351,0.7074624705511188,0.5902712815715622,12.481053553711533,1.601447891565272,8
91,9,small offer,2138,8.366067084542003,2.38376296643585,4.0,-1.6162370335641496,0.2871842843779233,-27.2423895061569,-4.311146086231608,8
91,9,above the fee cap,2138,8.366067084542003,2.38376296643585,0.2205678226341351,2.1631951438017154,0.7979420018709074,36.46161018555477,3.463089576830564,8
91,10,small offer,2138,11.118653630479134,4.4198766214822385,4.0,0.4198766214822381,0.5701590271281571,5.164411177239388,0.5806316618705611,8
91,10,above the fee cap,2138,11.118653630479134,4.4198766214822385,0.2205678226341351,4.199308798848104,0.8793264733395697,51.650785463815765,5.407540000968141,8
