gamma_pct,ssr,lr
6.5995,4.1489490592384355,51.007743045979794
6.6315,4.1489856860440835,51.27342092821951
6.6701,4.14849353613434,47.70353970456483
6.7079,4.148949780971575,51.01297824268242
6.7498000000000005,4.148604342857359,48.50729244764151
6.7799,4.148691757852913,49.14136988038338
6.8178,4.148622229665099,48.63703701903611
6.8592,4.148738471425899,49.480213602164596
6.8907,4.148749699820993,49.56166040530978
6.9251,4.148348312454732,46.65013854203552
6.956900000000001,4.148520943655906,47.90234416371124
6.994,4.148302049473929,46.31456325644052
7.0325,4.147844684370126,42.99699870121784
7.0656,4.147956039762067,43.8047312944242
7.101100000000001,4.147876380750045,43.22691302059552
7.1357,4.147448451770842,40.12286769280011
7.1822,4.147823550095556,42.84369815504131
7.219,4.14818645979563,45.4761166489355
7.2543,4.147765947146352,42.42586675302895
7.290299999999999,4.147194264171936,38.279080833032914
7.3297,4.1469309128788066,36.36882377933029
7.3713,4.146804411064596,35.4512244008331
7.4086,4.147879044188594,43.24623266096842
7.4445,4.147554729082515,40.89376568938651
7.4812,4.1472466151403236,38.658816225416224
7.5209,4.146885302610517,36.03798303924631
7.560899999999999,4.146902733274366,36.16441890433353
7.5989,4.147051284245689,37.24195506309224
7.6363,4.146611445182733,34.051518203942095
7.6734,4.146324187168,31.967850254729672
7.712,4.146867766148517,35.9107797518267
7.7593,4.147259186499893,38.750004417456644
7.7970999999999995,4.147149137340242,37.95174677087664
7.8419,4.14730758149574,39.10104458544877
7.8839999999999995,4.147078566619207,37.43985174260478
7.928599999999999,4.14764195621367,41.52648042028439
