world,side,amount,price,value,fee_uncapped,fee_actual,eff_rate_pct,dec
Menera,buyers,10475,43500,455662500,9113250.0,1000000.0,0.2194606753902285,7
Menera,buyers,21300,43235,920905500,18418110.0,1000000.0,0.10858877485257715,8
Menera,buyers,12300,43234,531778200,10635564.0,1000000.0,0.1880483254108574,7
Menera,buyers,63925,43038,2751204150,55024083.0,1000000.0,0.03634772068804854,8
Menera,buyers,1000,43036,43036000,860720.0,860720.0,2.0,6
Menera,buyers,63950,43034,2752024300,55040486.0,1000000.0,0.03633688844971318,8
Menera,buyers,64000,43031,2753984000,55079680.0,1000000.0,0.03631103158188283,8
Menera,buyers,5450,43029,234508050,4690161.0,1000000.0,0.42642459395317134,7
Menera,buyers,2775,43026,119397150,2387943.0,1000000.0,0.8375409295783023,6
Menera,buyers,5450,43022,234469900,4689398.0,1000000.0,0.42649397641232417,7
Menera,buyers,200,43006,8601200,172024.0,172024.0,2.0,3
Menera,buyers,100,42389,4238900,84778.0,84778.0,2.0,2
Menera,buyers,250,42364,10591000,211820.0,211820.0,2.0,4
Menera,buyers,25,42350,1058750,21175.0,21175.0,2.0,0
Menera,buyers,1200,41821,50185200,1003704.0,1000000.0,1.9926193379721513,6
Menera,buyers,25,41811,1045275,20905.5,20905.5,2.0,0
Menera,buyers,550,40301,22165550,443311.0,443311.0,2.0,5
Menera,buyers,25,39310,982750,19655.0,19655.0,2.0,0
Menera,buyers,125,39200,4900000,98000.0,98000.0,2.0,3
Menera,buyers,15300,38111,583098300,11661966.0,1000000.0,0.17149767028989796,8
Menera,buyers,175,38107,6668725,133374.5,133374.5,2.0,3
Menera,buyers,200,37001,7400200,148004.0,148004.0,2.0,3
Menera,buyers,250,37001,9250250,185005.0,185005.0,2.0,4
Menera,buyers,51725,42,2172450,43449.0,43449.0,2.0,8
Menera,buyers,60725,1,60725,1214.5,1214.5,2.0,8
Monstera,sellers,525,37900,19897500,397950.0,397950.0,2.0,5
Monstera,sellers,75,37990,2849250,56985.0,56985.0,2.0,1
Monstera,sellers,525,37999,19949475,398989.5,398989.5,2.0,5
Monstera,sellers,14075,38400,540480000,10809600.0,1000000.0,0.18502072232089994,7
Monstera,sellers,7850,38594,302962900,6059258.0,1000000.0,0.330073418230417,7
Monstera,sellers,25,38599,964975,19299.5,19299.5,2.0,0
Monstera,sellers,1375,38799,53348625,1066972.5,1000000.0,1.874462556438896,6
Monstera,sellers,25,38800,970000,19400.0,19400.0,2.0,0
Monstera,sellers,1400,38839,54374600,1087492.0,1000000.0,1.8390939887373885,6
Monstera,sellers,275,38849,10683475,213669.5,213669.5,2.0,4
Monstera,sellers,25,38850,971250,19425.0,19425.0,2.0,0
Monstera,sellers,100,38875,3887500,77750.0,77750.0,2.0,2
Monstera,sellers,625,38880,24300000,486000.0,486000.0,2.0,5
Monstera,sellers,525,38888,20416200,408324.0,408324.0,2.0,5
Monstera,sellers,350,38945,13630750,272615.0,272615.0,2.0,5
Monstera,sellers,850,38954,33110900,662218.0,662218.0,2.0,5
Monstera,sellers,500,38955,19477500,389550.0,389550.0,2.0,5
Monstera,sellers,425,38967,16560975,331219.5,331219.5,2.0,5
Monstera,sellers,25,38970,974250,19485.0,19485.0,2.0,0
Monstera,sellers,50,42000,2100000,42000.0,42000.0,2.0,0
Monstera,buyers,975,36000,35100000,702000.0,702000.0,2.0,6
Monstera,buyers,125,35135,4391875,87837.5,87837.5,2.0,3
Monstera,buyers,450,35134,15810300,316206.0,316206.0,2.0,5
Monstera,buyers,500,35133,17566500,351330.0,351330.0,2.0,5
Monstera,buyers,25,35131,878275,17565.5,17565.5,2.0,0
Monstera,buyers,550,35130,19321500,386430.0,386430.0,2.0,5
Monstera,buyers,50,35129,1756450,35129.0,35129.0,2.0,0
Monstera,buyers,25,35128,878200,17564.0,17564.0,2.0,0
Monstera,buyers,600,35127,21076200,421524.0,421524.0,2.0,5
Monstera,buyers,475,35125,16684375,333687.5,333687.5,2.0,5
Monstera,buyers,250,35124,8781000,175620.0,175620.0,2.0,4
Monstera,buyers,375,35123,13171125,263422.5,263422.5,2.0,5
Monstera,buyers,50,35113,1755650,35113.0,35113.0,2.0,0
Monstera,buyers,475,35112,16678200,333564.0,333564.0,2.0,5
Monstera,buyers,900,35100,31590000,631800.0,631800.0,2.0,5
Monstera,buyers,475,35001,16625475,332509.5,332509.5,2.0,5
Monstera,buyers,25,34769,869225,17384.5,17384.5,2.0,0
Monstera,buyers,500,34767,17383500,347670.0,347670.0,2.0,5
Monstera,buyers,50,34762,1738100,34762.0,34762.0,2.0,0
Monstera,buyers,175,34761,6083175,121663.5,121663.5,2.0,3
Monstera,buyers,75,34760,2607000,52140.0,52140.0,2.0,1
Monstera,buyers,75,34758,2606850,52137.0,52137.0,2.0,1
Monstera,buyers,100,34757,3475700,69514.0,69514.0,2.0,2
Monstera,buyers,75,34756,2606700,52134.0,52134.0,2.0,1
Monstera,buyers,100,34755,3475500,69510.0,69510.0,2.0,2
Monstera,buyers,75,34754,2606550,52131.0,52131.0,2.0,1
Monstera,buyers,25,34753,868825,17376.5,17376.5,2.0,0
Monstera,buyers,125,34752,4344000,86880.0,86880.0,2.0,3
Monstera,buyers,100,34751,3475100,69502.0,69502.0,2.0,2
Monstera,buyers,200,34750,6950000,139000.0,139000.0,2.0,3
Monstera,buyers,200,34707,6941400,138828.0,138828.0,2.0,3
Monstera,buyers,2150,34605,74400750,1488015.0,1000000.0,1.3440724723877113,6
Monstera,buyers,25,34603,865075,17301.5,17301.5,2.0,0
Monstera,buyers,750,33000,24750000,495000.0,495000.0,2.0,5
Monstera,buyers,2075,32001,66402075,1328041.5,1000000.0,1.5059770346032109,6
Monstera,buyers,2000,32000,64000000,1280000.0,1000000.0,1.5625,6
Monstera,buyers,31350,37,1159950,23199.0,23199.0,2.0,8
Monza,sellers,8225,42967,353403575,7068071.5,1000000.0,0.2829626157573533,7
Monza,sellers,15325,42968,658484600,13169692.0,1000000.0,0.15186384009588075,8
Monza,sellers,1500,42990,64485000,1289700.0,1000000.0,1.5507482360238816,6
Monza,sellers,1975,43000,84925000,1698500.0,1000000.0,1.177509567265234,6
Monza,sellers,25,43333,1083325,21666.5,21666.5,2.0,0
Monza,sellers,500,47800,23900000,478000.0,478000.0,2.0,5
Monza,sellers,225,47899,10777275,215545.5,215545.5,2.0,4
Monza,sellers,500,47900,23950000,479000.0,479000.0,2.0,5
Monza,buyers,4000,42300,169200000,3384000.0,1000000.0,0.5910165484633569,7
Monza,buyers,12500,41855,523187500,10463750.0,1000000.0,0.1911360649862621,7
Monza,buyers,3775,41854,157998850,3159977.0,1000000.0,0.6329159990721451,7
Monza,buyers,63175,41853,2644063275,52881265.5,1000000.0,0.03782057749733694,8
Monza,buyers,44200,41851,1849814200,36996284.0,1000000.0,0.05405948337946589,8
Monza,buyers,500,41835,20917500,418350.0,418350.0,2.0,5
Monza,buyers,3425,41817,143223225,2864464.5,1000000.0,0.6982107825040248,6
Monza,buyers,5475,41614,227836650,4556733.0,1000000.0,0.43891094782160817,7
Monza,buyers,50,41610,2080500,41610.0,41610.0,2.0,0
Monza,buyers,25,41568,1039200,20784.0,20784.0,2.0,0
Monza,buyers,8650,41566,359545900,7190918.0,1000000.0,0.27812860611120865,7
Monza,buyers,125,41539,5192375,103847.5,103847.5,2.0,3
Monza,buyers,175,41537,7268975,145379.5,145379.5,2.0,3
Monza,buyers,200,41534,8306800,166136.0,166136.0,2.0,3
Monza,buyers,250,41517,10379250,207585.0,207585.0,2.0,4
Monza,buyers,275,41510,11415250,228305.0,228305.0,2.0,4
Monza,buyers,250,41407,10351750,207035.0,207035.0,2.0,4
Monza,buyers,25,40226,1005650,20113.0,20113.0,2.0,0
Monza,buyers,2700,40225,108607500,2172150.0,1000000.0,0.9207467255944571,6
Monza,buyers,25,40212,1005300,20106.0,20106.0,2.0,0
Monza,buyers,25,40105,1002625,20052.5,20052.5,2.0,0
Monza,buyers,25,39960,999000,19980.0,19980.0,2.0,0
Monza,buyers,50,39902,1995100,39902.0,39902.0,2.0,0
Monza,buyers,250,39831,9957750,199155.0,199155.0,2.0,4
Monza,buyers,6225,39777,247611825,4952236.5,1000000.0,0.40385793368309447,7
Monza,buyers,24650,42,1035300,20706.0,20706.0,2.0,8
Monza,buyers,64000,1,64000,1280.0,1280.0,2.0,8
Monza,buyers,42125,1,42125,842.5,842.5,2.0,8
Monza,buyers,250,1,250,5.0,20.0,8.0,4
Monza,buyers,41550,1,41550,831.0,831.0,2.0,8
Monza,buyers,250,1,250,5.0,20.0,8.0,4
Mystera,sellers,325,26995,8773375,175467.5,175467.5,2.0,4
Mystera,sellers,200,26996,5399200,107984.0,107984.0,2.0,3
Mystera,sellers,375,26998,10124250,202485.0,202485.0,2.0,5
Mystera,buyers,25,20003,500075,10001.5,10001.5,2.0,0
Mystera,buyers,275,20002,5500550,110011.0,110011.0,2.0,4
Mystera,buyers,250,20001,5000250,100005.0,100005.0,2.0,4
Mystera,buyers,575,19133,11001475,220029.5,220029.5,2.0,5
Mystera,buyers,425,19128,8129400,162588.0,162588.0,2.0,5
Mystera,buyers,125,19125,2390625,47812.5,47812.5,2.0,3
Mystera,buyers,275,19124,5259100,105182.0,105182.0,2.0,4
Mystera,buyers,175,19123,3346525,66930.5,66930.5,2.0,3
Mystera,buyers,475,19121,9082475,181649.5,181649.5,2.0,5
Mystera,buyers,225,19120,4302000,86040.0,86040.0,2.0,4
Mystera,buyers,250,19112,4778000,95560.0,95560.0,2.0,4
Mystera,buyers,250,19101,4775250,95505.0,95505.0,2.0,4
Mystera,buyers,150,17615,2642250,52845.0,52845.0,2.0,3
Mystera,buyers,125,17513,2189125,43782.5,43782.5,2.0,3
Mystera,buyers,550,17501,9625550,192511.0,192511.0,2.0,5
Mystera,buyers,150,17001,2550150,51003.0,51003.0,2.0,3
Mystera,buyers,225,15507,3489075,69781.5,69781.5,2.0,4
Nefera,sellers,2725,43818,119404050,2388081.0,1000000.0,0.8374925306134926,6
Nefera,sellers,23450,43819,1027555550,20551111.0,1000000.0,0.09731833962650487,8
Nefera,sellers,550,43851,24118050,482361.0,482361.0,2.0,5
Nefera,sellers,4000,43863,175452000,3509040.0,1000000.0,0.569956455326813,7
Nefera,buyers,14575,42931,625719325,12514386.5,1000000.0,0.15981606449505134,7
Nefera,buyers,42375,42930,1819158750,36383175.0,1000000.0,0.05497046368273247,8
Nefera,buyers,25,42921,1073025,21460.5,21460.5,2.0,0
Nefera,buyers,75,42920,3219000,64380.0,64380.0,2.0,1
Nefera,buyers,12825,42919,550436175,11008723.5,1000000.0,0.1816741059942145,7
Nefera,buyers,250,42917,10729250,214585.0,214585.0,2.0,4
Nefera,buyers,4375,42913,187744375,3754887.5,1000000.0,0.5326391270044708,7
Nefera,buyers,2575,42911,110495825,2209916.5,1000000.0,0.9050115694416507,6
Nefera,buyers,61175,42910,2625019250,52500385.0,1000000.0,0.03809495873220739,8
Nefera,buyers,125,42909,5363625,107272.5,107272.5,2.0,3
Nefera,buyers,75,42827,3212025,64240.5,64240.5,2.0,1
Nefera,buyers,150,42826,6423900,128478.0,128478.0,2.0,3
Nefera,buyers,225,42820,9634500,192690.0,192690.0,2.0,4
Nefera,buyers,750,42800,32100000,642000.0,642000.0,2.0,5
Nefera,buyers,50,42750,2137500,42750.0,42750.0,2.0,0
Nefera,buyers,3275,42726,139927650,2798553.0,1000000.0,0.7146550377998916,6
Nefera,buyers,250,42507,10626750,212535.0,212535.0,2.0,4
Nefera,buyers,250,42354,10588500,211770.0,211770.0,2.0,4
Nefera,buyers,150,41131,6169650,123393.0,123393.0,2.0,3
Nefera,buyers,25,41110,1027750,20555.0,20555.0,2.0,0
Nefera,buyers,25,41091,1027275,20545.5,20545.5,2.0,0
Nefera,buyers,75,41028,3077100,61542.0,61542.0,2.0,1
Nefera,buyers,25,41025,1025625,20512.5,20512.5,2.0,0
Nefera,buyers,150,41009,6151350,123027.0,123027.0,2.0,3
Nefera,buyers,44000,39505,1738220000,34764400.0,1000000.0,0.05753011701625801,8
Nefera,buyers,6100,39504,240974400,4819488.0,1000000.0,0.4149818403946643,7
Nefera,buyers,125,39500,4937500,98750.0,98750.0,2.0,3
Nefera,buyers,10000,36000,360000000,7200000.0,1000000.0,0.2777777777777778,7
Nefera,buyers,150,35000,5250000,105000.0,105000.0,2.0,3
Nefera,buyers,34125,102,3480750,69615.0,69615.0,2.0,8
Nefera,buyers,2500,100,250000,5000.0,5000.0,2.0,6
Nevia,sellers,100,39329,3932900,78658.0,78658.0,2.0,2
Nevia,sellers,350,39330,13765500,275310.0,275310.0,2.0,5
Nevia,sellers,50,39369,1968450,39369.0,39369.0,2.0,0
Nevia,sellers,18225,39377,717645825,14352916.5,1000000.0,0.13934450186483005,8
Nevia,sellers,13500,39378,531603000,10632060.0,1000000.0,0.18811030035571658,7
Nevia,sellers,50,39590,1979500,39590.0,39590.0,2.0,0
Nevia,sellers,200,39596,7919200,158384.0,158384.0,2.0,3
Nevia,sellers,2175,39598,86125650,1722513.0,1000000.0,1.1610942849197654,6
Nevia,sellers,1400,39599,55438600,1108772.0,1000000.0,1.803797354190041,6
Nevia,sellers,3525,39647,139755675,2795113.5,1000000.0,0.7155344496744049,7
Nevia,sellers,29625,39649,1174601625,23492032.5,1000000.0,0.08513524745038557,8
Nevia,sellers,200,39694,7938800,158776.0,158776.0,2.0,3
Nevia,sellers,100,39697,3969700,79394.0,79394.0,2.0,2
Nevia,sellers,100,39990,3999000,79980.0,79980.0,2.0,2
Nevia,sellers,200,39998,7999600,159992.0,159992.0,2.0,3
Nevia,sellers,100,39999,3999900,79998.0,79998.0,2.0,2
Nevia,sellers,300,39999,11999700,239994.0,239994.0,2.0,4
Nevia,sellers,500,40050,20025000,400500.0,400500.0,2.0,5
Nevia,sellers,75,40110,3008250,60165.0,60165.0,2.0,1
Nevia,sellers,825,40195,33160875,663217.5,663217.5,2.0,5
Nevia,sellers,375,40197,15073875,301477.5,301477.5,2.0,5
Nevia,sellers,17925,40400,724170000,14483400.0,1000000.0,0.13808912271980336,8
Nevia,sellers,25,40479,1011975,20239.5,20239.5,2.0,0
Nevia,sellers,25,40490,1012250,20245.0,20245.0,2.0,0
Nevia,sellers,25,41990,1049750,20995.0,20995.0,2.0,0
Nevia,sellers,25,43985,1099625,21992.5,21992.5,2.0,0
Nevia,sellers,500,49986,24993000,499860.0,499860.0,2.0,5
Nevia,buyers,28550,38371,1095492050,21909841.0,1000000.0,0.09128318183596129,8
Nevia,buyers,5025,38369,192804225,3856084.5,1000000.0,0.5186608332882747,7
Nevia,buyers,43325,38367,1662250275,33245005.5,1000000.0,0.060159412516866635,8
Nevia,buyers,3100,38355,118900500,2378010.0,1000000.0,0.8410393564366845,6
Nevia,buyers,5875,38320,225130000,4502600.0,1000000.0,0.4441878026029405,7
Nevia,buyers,1225,38305,46923625,938472.5,938472.5,2.0,6
Nevia,buyers,75,37250,2793750,55875.0,55875.0,2.0,1
Nevia,buyers,6125,37229,228027625,4560552.5,1000000.0,0.4385433563148325,7
Nevia,buyers,600,37215,22329000,446580.0,446580.0,2.0,5
Nevia,buyers,50,37142,1857100,37142.0,37142.0,2.0,0
Nevia,buyers,25,37130,928250,18565.0,18565.0,2.0,0
Nevia,buyers,5925,37107,219858975,4397179.5,1000000.0,0.45483701540953697,7
Nevia,buyers,2100,37019,77739900,1554798.0,1000000.0,1.2863407336515742,6
Nevia,buyers,100,36611,3661100,73222.0,73222.0,2.0,2
Nevia,buyers,50,36610,1830500,36610.0,36610.0,2.0,0
Nevia,buyers,125,36406,4550750,91015.0,91015.0,2.0,3
Nevia,buyers,3425,36194,123964450,2479289.0,1000000.0,0.8066828836815716,6
Nevia,buyers,575,10000,5750000,115000.0,115000.0,2.0,5
Nevia,buyers,60450,60,3627000,72540.0,72540.0,2.0,8
Nevia,buyers,250,1,250,5.0,20.0,8.0,4
Nevia,buyers,43225,1,43225,864.5,864.5,2.0,8
Nevia,buyers,5625,1,5625,112.5,112.5,2.0,7
Nevia,buyers,38175,1,38175,763.5,763.5,2.0,8
Noctalia,sellers,25,49969,1249225,24984.5,24984.5,2.0,0
Noctalia,buyers,100,36000,3600000,72000.0,72000.0,2.0,2
Noctalia,buyers,75,35802,2685150,53703.0,53703.0,2.0,1
Noctalia,buyers,500,35801,17900500,358010.0,358010.0,2.0,5
Noctalia,buyers,2075,35800,74285000,1485700.0,1000000.0,1.3461667900652892,6
Noctalia,buyers,400,35505,14202000,284040.0,284040.0,2.0,5
Noctalia,buyers,25,35504,887600,17752.0,17752.0,2.0,0
Noctalia,buyers,100,35502,3550200,71004.0,71004.0,2.0,2
Noctalia,buyers,1750,35500,62125000,1242500.0,1000000.0,1.6096579476861168,6
Noctalia,buyers,25,35169,879225,17584.5,17584.5,2.0,0
Noctalia,buyers,300,35002,10500600,210012.0,210012.0,2.0,4
Noctalia,buyers,100,35000,3500000,70000.0,70000.0,2.0,2
Noctalia,buyers,75,34311,2573325,51466.5,51466.5,2.0,1
Noctalia,buyers,100,34301,3430100,68602.0,68602.0,2.0,2
Noctalia,buyers,100,34300,3430000,68600.0,68600.0,2.0,2
Noctalia,buyers,1000,34271,34271000,685420.0,685420.0,2.0,6
Noctalia,buyers,2450,34270,83961500,1679230.0,1000000.0,1.1910220755941712,6
Noctalia,buyers,500,34266,17133000,342660.0,342660.0,2.0,5
Noctalia,buyers,200,34260,6852000,137040.0,137040.0,2.0,3
Noctalia,buyers,1550,34255,53095250,1061905.0,1000000.0,1.8834076494601684,6
Noctalia,buyers,100,32112,3211200,64224.0,64224.0,2.0,2
Noctalia,buyers,75,29005,2175375,43507.5,43507.5,2.0,1
Noctalia,buyers,150,25000,3750000,75000.0,75000.0,2.0,3
Oceanis,sellers,1625,45444,73846500,1476930.0,1000000.0,1.3541603190401712,6
Oceanis,sellers,400,45446,18178400,363568.0,363568.0,2.0,5
Oceanis,sellers,100,45447,4544700,90894.0,90894.0,2.0,2
Oceanis,sellers,250,45448,11362000,227240.0,227240.0,2.0,4
Oceanis,sellers,200,45449,9089800,181796.0,181796.0,2.0,3
Oceanis,sellers,1350,45500,61425000,1228500.0,1000000.0,1.6280016280016278,6
Oceanis,sellers,100,45898,4589800,91796.0,91796.0,2.0,2
Oceanis,sellers,25,45900,1147500,22950.0,22950.0,2.0,0
Oceanis,sellers,175,45999,8049825,160996.5,160996.5,2.0,3
Oceanis,buyers,825,42042,34684650,693693.0,693693.0,2.0,5
Oceanis,buyers,50,42039,2101950,42039.0,42039.0,2.0,0
Oceanis,buyers,75,42038,3152850,63057.0,63057.0,2.0,1
Oceanis,buyers,175,42037,7356475,147129.5,147129.5,2.0,3
Oceanis,buyers,250,42035,10508750,210175.0,210175.0,2.0,4
Oceanis,buyers,50,42034,2101700,42034.0,42034.0,2.0,0
Oceanis,buyers,31500,42031,1323976500,26479530.0,1000000.0,0.07553004150753431,8
Oceanis,buyers,100,42023,4202300,84046.0,84046.0,2.0,2
Oceanis,buyers,50,42020,2101000,42020.0,42020.0,2.0,0
Oceanis,buyers,225,40600,9135000,182700.0,182700.0,2.0,4
Oceanis,buyers,50,40520,2026000,40520.0,40520.0,2.0,0
Oceanis,buyers,25,40510,1012750,20255.0,20255.0,2.0,0
Oceanis,buyers,475,40508,19241300,384826.0,384826.0,2.0,5
Oceanis,buyers,50,40507,2025350,40507.0,40507.0,2.0,0
Oceanis,buyers,100,40502,4050200,81004.0,81004.0,2.0,2
Oceanis,buyers,475,40501,19237975,384759.5,384759.5,2.0,5
Oceanis,buyers,100,40101,4010100,80202.0,80202.0,2.0,2
Oceanis,buyers,50,40029,2001450,40029.0,40029.0,2.0,0
Oceanis,buyers,25,40003,1000075,20001.5,20001.5,2.0,0
Oceanis,buyers,50,39457,1972850,39457.0,39457.0,2.0,0
Oceanis,buyers,200,39403,7880600,157612.0,157612.0,2.0,3
Oceanis,buyers,275,39401,10835275,216705.5,216705.5,2.0,4
Oceanis,buyers,50,39302,1965100,39302.0,39302.0,2.0,0
Oceanis,buyers,100,39208,3920800,78416.0,78416.0,2.0,2
Oceanis,buyers,225,39110,8799750,175995.0,175995.0,2.0,4
Oceanis,buyers,50,38531,1926550,38531.0,38531.0,2.0,0
Oceanis,buyers,325,38506,12514450,250289.0,250289.0,2.0,4
Oceanis,buyers,125,38501,4812625,96252.5,96252.5,2.0,3
Oceanis,buyers,75,38500,2887500,57750.0,57750.0,2.0,1
Oceanis,buyers,800,38111,30488800,609776.0,609776.0,2.0,5
Oceanis,buyers,50,4057,202850,4057.0,4057.0,2.0,0
Ombra,sellers,25525,40497,1033685925,20673718.5,1000000.0,0.09674118374011913,8
Ombra,sellers,37875,40498,1533861750,30677235.0,1000000.0,0.0651949238580335,8
Ombra,sellers,4000,40499,161996000,3239920.0,1000000.0,0.6172991925726562,7
Ombra,sellers,500,40500,20250000,405000.0,405000.0,2.0,5
Ombra,sellers,40000,40955,1638200000,32764000.0,1000000.0,0.06104260774020266,8
Ombra,sellers,875,40956,35836500,716730.0,716730.0,2.0,5
Ombra,buyers,3550,39111,138844050,2776881.0,1000000.0,0.7202325198667138,7
Ombra,buyers,300,39103,11730900,234618.0,234618.0,2.0,4
Ombra,buyers,63350,39102,2477111700,49542234.0,1000000.0,0.04036959657491424,8
Ombra,buyers,100,39102,3910200,78204.0,78204.0,2.0,2
Ombra,buyers,2300,39101,89932300,1798646.0,1000000.0,1.1119475427627226,6
Ombra,buyers,7400,39100,289340000,5786800.0,1000000.0,0.3456141563558443,7
Ombra,buyers,3350,39000,130650000,2613000.0,1000000.0,0.7654037504783774,6
Ombra,buyers,175,38756,6782300,135646.0,135646.0,2.0,3
Ombra,buyers,250,38755,9688750,193775.0,193775.0,2.0,4
Ombra,buyers,175,38752,6781600,135632.0,135632.0,2.0,3
Ombra,buyers,75,38751,2906325,58126.5,58126.5,2.0,1
Ombra,buyers,250,38506,9626500,192530.0,192530.0,2.0,4
Ombra,buyers,50,38505,1925250,38505.0,38505.0,2.0,0
Ombra,buyers,150,38504,5775600,115512.0,115512.0,2.0,3
Ombra,buyers,1000,38503,38503000,770060.0,770060.0,2.0,6
Ombra,buyers,175,38420,6723500,134470.0,134470.0,2.0,3
Ombra,buyers,300,38414,11524200,230484.0,230484.0,2.0,4
Ombra,buyers,25,38399,959975,19199.5,19199.5,2.0,0
Ombra,buyers,1250,38306,47882500,957650.0,957650.0,2.0,6
Ombra,buyers,75,38303,2872725,57454.5,57454.5,2.0,1
Ombra,buyers,500,38201,19100500,382010.0,382010.0,2.0,5
Ombra,buyers,1225,38111,46685975,933719.5,933719.5,2.0,6
Ombra,buyers,200,38000,7600000,152000.0,152000.0,2.0,3
Ombra,buyers,25,37712,942800,18856.0,18856.0,2.0,0
Ombra,buyers,25,37578,939450,18789.0,18789.0,2.0,0
Ombra,buyers,175,37564,6573700,131474.0,131474.0,2.0,3
Ombra,buyers,25,37465,936625,18732.5,18732.5,2.0,0
Ombra,buyers,425,37450,15916250,318325.0,318325.0,2.0,5
Ombra,buyers,175,37314,6529950,130599.0,130599.0,2.0,3
Ombra,buyers,50,37313,1865650,37313.0,37313.0,2.0,0
Ombra,buyers,1450,37300,54085000,1081700.0,1000000.0,1.8489414810021265,6
Ombra,buyers,25,37116,927900,18558.0,18558.0,2.0,0
Ombra,buyers,250,37115,9278750,185575.0,185575.0,2.0,4
Ombra,buyers,75,37110,2783250,55665.0,55665.0,2.0,1
Ombra,buyers,325,37000,12025000,240500.0,240500.0,2.0,4
Ombra,buyers,18075,37000,668775000,13375500.0,1000000.0,0.14952712048147732,8
Ombra,buyers,100,36716,3671600,73432.0,73432.0,2.0,2
Ombra,buyers,25,36706,917650,18353.0,18353.0,2.0,0
Ombra,buyers,25,36704,917600,18352.0,18352.0,2.0,0
Ombra,buyers,375,36700,13762500,275250.0,275250.0,2.0,5
Ombra,buyers,3350,36511,122311850,2446237.0,1000000.0,0.8175822702379206,6
Ombra,buyers,25,36421,910525,18210.5,18210.5,2.0,0
Ombra,buyers,25,36418,910450,18209.0,18209.0,2.0,0
Ombra,buyers,25,36333,908325,18166.5,18166.5,2.0,0
Ombra,buyers,25,36327,908175,18163.5,18163.5,2.0,0
Ombra,buyers,50,36315,1815750,36315.0,36315.0,2.0,0
Ombra,buyers,50,36302,1815100,36302.0,36302.0,2.0,0
Ombra,buyers,500,36216,18108000,362160.0,362160.0,2.0,5
Ombra,buyers,1125,36203,40728375,814567.5,814567.5,2.0,6
Ombra,buyers,125,36202,4525250,90505.0,90505.0,2.0,3
Ombra,buyers,25,36029,900725,18014.5,18014.5,2.0,0
Ombra,buyers,100,36025,3602500,72050.0,72050.0,2.0,2
Ombra,buyers,1900,36001,68401900,1368038.0,1000000.0,1.4619476944353884,6
Ombra,buyers,1125,35775,40246875,804937.5,804937.5,2.0,6
Ombra,buyers,100,35773,3577300,71546.0,71546.0,2.0,2
Ombra,buyers,37900,37,1402300,28046.0,28046.0,2.0,8
Ombra,buyers,39275,1,39275,785.5,785.5,2.0,8
Ombra,buyers,1000,1,1000,20.0,20.0,2.0,6
Ombra,buyers,20000,1,20000,400.0,400.0,2.0,8
Opulera,sellers,50,19985,999250,19985.0,19985.0,2.0,0
Opulera,sellers,100,19990,1999000,39980.0,39980.0,2.0,2
Opulera,sellers,325,19992,6497400,129948.0,129948.0,2.0,4
Opulera,sellers,25,19993,499825,9996.5,9996.5,2.0,0
Opulera,sellers,25,19994,499850,9997.0,9997.0,2.0,0
Opulera,sellers,25,19995,499875,9997.5,9997.5,2.0,0
Opulera,sellers,250,19997,4999250,99985.0,99985.0,2.0,4
Opulera,sellers,25,19998,499950,9999.0,9999.0,2.0,0
Opulera,sellers,150,20000,3000000,60000.0,60000.0,2.0,3
Opulera,sellers,25,20900,522500,10450.0,10450.0,2.0,0
Opulera,sellers,25,20999,524975,10499.5,10499.5,2.0,0
Opulera,buyers,100,17600,1760000,35200.0,35200.0,2.0,2
Opulera,buyers,150,17426,2613900,52278.0,52278.0,2.0,3
Opulera,buyers,50,17425,871250,17425.0,17425.0,2.0,0
Opulera,buyers,150,17424,2613600,52272.0,52272.0,2.0,3
Opulera,buyers,325,17421,5661825,113236.5,113236.5,2.0,4
Opulera,buyers,75,17420,1306500,26130.0,26130.0,2.0,1
Opulera,buyers,25,17416,435400,8708.0,8708.0,2.0,0
Opulera,buyers,25,17414,435350,8707.0,8707.0,2.0,0
Opulera,buyers,25,17412,435300,8706.0,8706.0,2.0,0
Opulera,buyers,500,17411,8705500,174110.0,174110.0,2.0,5
Opulera,buyers,125,17410,2176250,43525.0,43525.0,2.0,3
Opulera,buyers,25,17401,435025,8700.5,8700.5,2.0,0
Opulera,buyers,25,17341,433525,8670.5,8670.5,2.0,0
Opulera,buyers,200,17313,3462600,69252.0,69252.0,2.0,3
Opulera,buyers,75,17102,1282650,25653.0,25653.0,2.0,1
Opulera,buyers,250,16936,4234000,84680.0,84680.0,2.0,4
Opulera,buyers,250,16901,4225250,84505.0,84505.0,2.0,4
Opulera,buyers,25,16900,422500,8450.0,8450.0,2.0,0
Opulera,buyers,50,16870,843500,16870.0,16870.0,2.0,0
Opulera,buyers,425,16852,7162100,143242.0,143242.0,2.0,5
Opulera,buyers,75,16542,1240650,24813.0,24813.0,2.0,1
Opulera,buyers,725,16534,11987150,239743.0,239743.0,2.0,5
Opulera,buyers,300,13500,4050000,81000.0,81000.0,2.0,4
Opulera,buyers,50,13338,666900,13338.0,13338.0,2.0,0
Opulera,buyers,2225,3,6675,133.5,133.5,2.0,6
Opulera,buyers,7325,2,14650,293.0,293.0,2.0,7
Opulera,buyers,400,1,400,8.0,20.0,5.0,5
Ourobra,sellers,25375,40934,1038700250,20774005.0,1000000.0,0.09627416571816556,8
