world,side,amount,price,value,fee_uncapped,fee_actual,eff_rate_pct,dec
Blumera,sellers,1100,40650,44715000,894300.0,894300.0,2.0,6
Blumera,sellers,650,40950,26617500,532350.0,532350.0,2.0,5
Blumera,sellers,22225,41000,911225000,18224500.0,1000000.0,0.10974237976350516,8
Blumera,buyers,150,38650,5797500,115950.0,115950.0,2.0,3
Blumera,buyers,150,38505,5775750,115515.0,115515.0,2.0,3
Blumera,buyers,100,38504,3850400,77008.0,77008.0,2.0,2
Blumera,buyers,100,38500,3850000,77000.0,77000.0,2.0,2
Blumera,buyers,3425,38217,130893225,2617864.5,1000000.0,0.7639814818528614,6
Blumera,buyers,250,38216,9554000,191080.0,191080.0,2.0,4
Blumera,buyers,50,38210,1910500,38210.0,38210.0,2.0,0
Blumera,buyers,100,38205,3820500,76410.0,76410.0,2.0,2
Blumera,buyers,250,38203,9550750,191015.0,191015.0,2.0,4
Blumera,buyers,150,38166,5724900,114498.0,114498.0,2.0,3
Blumera,buyers,25,38158,953950,19079.0,19079.0,2.0,0
Blumera,buyers,63925,38154,2438994450,48779889.0,1000000.0,0.04100050330167828,8
Blumera,buyers,64000,38151,2441664000,48833280.0,1000000.0,0.04095567612906608,8
Blumera,buyers,64000,38116,2439424000,48788480.0,1000000.0,0.04099328366040508,8
Blumera,buyers,25,38110,952750,19055.0,19055.0,2.0,0
Blumera,buyers,900,38102,34291800,685836.0,685836.0,2.0,5
Blumera,buyers,175,37902,6632850,132657.0,132657.0,2.0,3
Blumera,buyers,2675,37800,101115000,2022300.0,1000000.0,0.9889729515897739,6
Blumera,buyers,700,37502,26251400,525028.0,525028.0,2.0,5
Blumera,buyers,3050,37100,113155000,2263100.0,1000000.0,0.883743537625381,6
Blumera,buyers,225,36605,8236125,164722.5,164722.5,2.0,4
Blumera,buyers,150,36299,5444850,108897.0,108897.0,2.0,3
Blumera,buyers,450,35643,16039350,320787.0,320787.0,2.0,5
Blumera,buyers,14025,35641,499865025,9997300.5,1000000.0,0.20005400457853598,7
Blumera,buyers,1200,35300,42360000,847200.0,847200.0,2.0,6
Blumera,buyers,50,35014,1750700,35014.0,35014.0,2.0,0
Blumera,buyers,50,35003,1750150,35003.0,35003.0,2.0,0
Blumera,buyers,50,34502,1725100,34502.0,34502.0,2.0,0
Blumera,buyers,1275,100,127500,2550.0,2550.0,2.0,6
Blumera,buyers,29575,25,739375,14787.5,14787.5,2.0,8
Blumera,buyers,9000,7,63000,1260.0,1260.0,2.0,7
Blumera,buyers,1000,2,2000,40.0,40.0,2.0,6
Blumera,buyers,4500,1,4500,90.0,90.0,2.0,7
Blumera,buyers,2325,1,2325,46.5,46.5,2.0,6
Bona,sellers,18975,43998,834862050,16697241.0,1000000.0,0.11978026788976694,8
Bona,sellers,2000,44499,88998000,1779960.0,1000000.0,1.123620755522596,6
Bona,buyers,22100,42400,937040000,18740800.0,1000000.0,0.10671903013745412,8
Bona,buyers,34775,42001,1460584775,29211695.5,1000000.0,0.0684657280506022,8
Bona,buyers,9600,41540,398784000,7975680.0,1000000.0,0.25076231744503286,7
Bona,buyers,1050,41537,43613850,872277.0,872277.0,2.0,6
Bona,buyers,2450,41535,101760750,2035215.0,1000000.0,0.982697159759534,6
Bona,buyers,2300,41530,95519000,1910380.0,1000000.0,1.0469121326647055,6
Bona,buyers,64000,41511,2656704000,53134080.0,1000000.0,0.03764062537640625,8
Bona,buyers,12650,41502,525000300,10500006.0,1000000.0,0.19047608163271526,7
Bona,buyers,75,41125,3084375,61687.5,61687.5,2.0,1
Bona,buyers,6375,41111,262082625,5241652.5,1000000.0,0.3815590598575545,7
Bona,buyers,100,41065,4106500,82130.0,82130.0,2.0,2
Bona,buyers,125,41063,5132875,102657.5,102657.5,2.0,3
Bona,buyers,300,41051,12315300,246306.0,246306.0,2.0,4
Bona,buyers,16350,41000,670350000,13407000.0,1000000.0,0.14917580368464234,8
Bona,buyers,11200,40788,456825600,9136512.0,1000000.0,0.21890191793104413,7
Bona,buyers,8375,40001,335008375,6700167.5,1000000.0,0.29850000018656253,7
Bona,buyers,1000,39891,39891000,797820.0,797820.0,2.0,6
Bona,buyers,250,39890,9972500,199450.0,199450.0,2.0,4
Bona,buyers,10700,62,663400,13268.0,13268.0,2.0,7
Bona,buyers,62325,60,3739500,74790.0,74790.0,2.0,8
Bona,buyers,8300,50,415000,8300.0,8300.0,2.0,7
Bona,buyers,15025,5,75125,1502.5,1502.5,2.0,8
Bona,buyers,41000,1,41000,820.0,820.0,2.0,8
Bona,buyers,250,1,250,5.0,20.0,8.0,4
Bona,buyers,44350,1,44350,887.0,887.0,2.0,8
Bona,buyers,3950,1,3950,79.0,79.0,2.0,7
Bravoria,sellers,425,38788,16484900,329698.0,329698.0,2.0,5
Bravoria,sellers,150,38789,5818350,116367.0,116367.0,2.0,3
Bravoria,sellers,100,38790,3879000,77580.0,77580.0,2.0,2
Bravoria,sellers,400,38800,15520000,310400.0,310400.0,2.0,5
Bravoria,sellers,10925,38822,424130350,8482607.0,1000000.0,0.23577657199019122,7
Bravoria,sellers,2050,38862,79667100,1593342.0,1000000.0,1.2552232979485887,6
Bravoria,sellers,11400,38866,443072400,8861448.0,1000000.0,0.22569674843208468,7
Bravoria,sellers,1975,38877,76782075,1535641.5,1000000.0,1.3023873084961561,6
Bravoria,sellers,175,38884,6804700,136094.0,136094.0,2.0,3
Bravoria,sellers,100,38887,3888700,77774.0,77774.0,2.0,2
Bravoria,sellers,21950,39200,860440000,17208800.0,1000000.0,0.11621960857235833,8
